ID_REF,mean_PE,mean_nonPE,log2FC,abs_log2FC
ILMN_1656883,5.767426678391305,5.731685286594596,0.03574139179670954,0.03574139179670954
ILMN_1656886,6.6923750154782615,6.738361131243244,-0.04598611576498257,0.04598611576498257
ILMN_1656898,5.70134194426087,5.764262224513514,-0.06292028025264429,0.06292028025264429
ILMN_1656899,8.950880661565218,8.634320048135136,0.3165606134300827,0.3165606134300827
ILMN_1656900,8.039038144043479,7.929916166756757,0.1091219772867218,0.1091219772867218
ILMN_1656904,6.2116887527826075,6.270741622405406,-0.0590528696227981,0.0590528696227981
ILMN_1656907,5.436119205782608,5.4154694873783775,0.02064971840423091,0.02064971840423091
ILMN_1656909,5.728567782130436,5.745961666621622,-0.017393884491186284,0.017393884491186284
ILMN_1656910,7.475696692086956,7.392980041675674,0.08271665041128173,0.08271665041128173
ILMN_1656913,10.184134953347828,10.153454956459456,0.030679996888371974,0.030679996888371974
ILMN_1656915,5.740649901826089,5.740577604783785,7.229704230393708e-05,7.229704230393708e-05
ILMN_1656919,5.802593604130435,5.767631189351352,0.03496241477908324,0.03496241477908324
ILMN_1656921,5.678346976913044,5.679230128702702,-0.0008831517896581431,0.0008831517896581431
ILMN_1656925,5.890908988,5.856123525243245,0.03478546275675498,0.03478546275675498
ILMN_1656927,6.393723018391307,6.308373840567567,0.08534917782373963,0.08534917782373963
ILMN_1656931,7.50525032978261,7.92585307481081,-0.4206027450281997,0.4206027450281997
ILMN_1656932,12.263866413043479,12.283759614054057,-0.019893201010578565,0.019893201010578565
ILMN_1656934,6.910117029956523,6.910655980486486,-0.0005389505299628894,0.0005389505299628894
ILMN_1656938,6.5336191450869565,6.660635602702703,-0.12701645761574643,0.12701645761574643
ILMN_1656939,5.483186008869565,5.503347621054054,-0.020161612184488753,0.020161612184488753
ILMN_1656940,7.393373066130434,7.143499199783784,0.24987386634665043,0.24987386634665043
ILMN_1656942,5.935590076304348,5.894720795972974,0.040869280331373936,0.040869280331373936
ILMN_1656949,5.363970147652174,5.398905223918918,-0.03493507626674397,0.03493507626674397
ILMN_1656951,7.645726252217389,7.717013946837838,-0.07128769462044904,0.07128769462044904
ILMN_1656953,8.811943520869564,8.965246693189188,-0.15330317231962454,0.15330317231962454
ILMN_1656955,5.668094656652174,5.683229531918918,-0.015134875266743286,0.015134875266743286
ILMN_1656961,7.3909599019565215,7.232472015297297,0.1584878866592243,0.1584878866592243
ILMN_1656962,12.81073772130435,12.86797508162162,-0.05723736031727,0.05723736031727
ILMN_1656963,5.491369737347827,5.512901839810811,-0.021532102462984426,0.021532102462984426
ILMN_1656976,6.087916586217392,6.234045203594595,-0.14612861737720273,0.14612861737720273
ILMN_1656977,7.7509681833913024,7.684827834702703,0.06614034868859964,0.06614034868859964
ILMN_1656979,5.713737355956523,5.758459963162163,-0.0447226072056397,0.0447226072056397
ILMN_1656980,5.709433037956522,5.713063340567569,-0.0036303026110466874,0.0036303026110466874
ILMN_1656981,5.433653165478261,5.484537152675675,-0.05088398719741427,0.05088398719741427
ILMN_1656992,5.643186972043478,5.718355074972973,-0.07516810292949483,0.07516810292949483
ILMN_1656993,5.527889258869565,5.5299644664054055,-0.002075207535840562,0.002075207535840562
ILMN_1656998,5.434169205608696,5.427344780972971,0.006824424635724746,0.006824424635724746
ILMN_1657002,5.718210852956522,5.6939546008108115,0.02425625214571081,0.02425625214571081
ILMN_1657009,5.818130919304349,5.876215306567568,-0.05808438726321885,0.05808438726321885
ILMN_1657010,5.601542469478261,5.606422894108109,-0.004880424629847724,0.004880424629847724
ILMN_1657011,6.977084393695653,7.018846271135136,-0.04176187743948301,0.04176187743948301
ILMN_1657016,10.477280808826087,10.577075779270269,-0.09979497044418117,0.09979497044418117
ILMN_1657022,5.9648622930434785,5.976728199702702,-0.01186590665922349,0.01186590665922349
ILMN_1657033,5.487191626391305,5.507726209081082,-0.020534582689776926,0.020534582689776926
ILMN_1657039,5.965656435608694,6.026282727216217,-0.060626291607523086,0.060626291607523086
ILMN_1657040,5.624056777173912,5.636539722972974,-0.012482945799061618,0.012482945799061618
ILMN_1657041,5.463531838260869,5.452023043432433,0.01150879482843603,0.01150879482843603
ILMN_1657044,5.488435459608696,5.506987796216217,-0.01855233660752109,0.01855233660752109
ILMN_1657045,5.734772252043478,5.747982283945946,-0.013210031902468167,0.013210031902468167
ILMN_1657056,5.611317725434782,5.612631165378379,-0.0013134399435967836,0.0013134399435967836
ILMN_1657058,5.8976735964347835,5.922990402189188,-0.025316805754404648,0.025316805754404648
ILMN_1657064,6.877751668608696,6.678741767621622,0.1990099009870745,0.1990099009870745
ILMN_1657066,5.9092452685652175,5.93714603891892,-0.02790077035370242,0.02790077035370242
ILMN_1657074,5.497249599217391,5.5016732699189195,-0.0044236707015281596,0.0044236707015281596
ILMN_1657077,6.1641064610434775,6.186432132297298,-0.0223256712538209,0.0223256712538209
ILMN_1657086,5.6902663144782615,5.686285530243244,0.003980784235017687,0.003980784235017687
ILMN_1657087,5.829880332652174,5.901051560486487,-0.07117122783431284,0.07117122783431284
ILMN_1657088,6.1258039387826075,6.122693581162163,0.003110357620444759,0.003110357620444759
ILMN_1657094,9.416111405608696,9.335260586459462,0.08085081914923364,0.08085081914923364
ILMN_1657095,7.289055502913044,7.169069225486487,0.11998627742655721,0.11998627742655721
ILMN_1657096,5.827008109478262,5.887465883162163,-0.060457773683900484,0.060457773683900484
ILMN_1657109,5.665107445999999,5.669693237648648,-0.004585791648649362,0.004585791648649362
ILMN_1657111,7.301493319956522,7.320838958405406,-0.019345638448883484,0.019345638448883484
ILMN_1657125,5.512164297826088,5.501355559081082,0.010808738745005542,0.010808738745005542
ILMN_1657128,6.158729039869565,6.025763752486486,0.13296528738307867,0.13296528738307867
ILMN_1657129,6.971305199695653,6.916412328756759,0.054892870938894056,0.054892870938894056
ILMN_1657139,7.080178310521738,7.029578619297297,0.0505996912244413,0.0505996912244413
ILMN_1657141,5.7327801779130425,5.7438101653243265,-0.011029987411284026,0.011029987411284026
ILMN_1657144,6.105407913521738,6.055272259054053,0.05013565446768453,0.05013565446768453
ILMN_1657145,5.6785539629565225,5.743506757675677,-0.06495279471915438,0.06495279471915438
ILMN_1657147,5.621830624956521,5.657837765972974,-0.036007141016452415,0.036007141016452415
ILMN_1657148,5.951276722434781,5.978845868297299,-0.027569145862517352,0.027569145862517352
ILMN_1657150,5.660189690478261,5.694608753486486,-0.03441906300822506,0.03441906300822506
ILMN_1657153,7.657524165304348,8.045034907216216,-0.38751074191186774,0.38751074191186774
ILMN_1657156,6.91830088126087,6.897753355756757,0.020547525504112762,0.020547525504112762
ILMN_1657157,5.655927084304347,5.706431231675675,-0.05050414737132858,0.05050414737132858
ILMN_1657158,5.612697182826087,5.647116679486485,-0.0344194966603979,0.0344194966603979
ILMN_1657163,5.5062069381739125,5.56197816489189,-0.05577122671797774,0.05577122671797774
ILMN_1657164,6.6166853836521735,6.500624874189189,0.11606050946298474,0.11606050946298474
ILMN_1657181,10.823984995913042,11.088489061621619,-0.2645040657085769,0.2645040657085769
ILMN_1657188,9.028948871086957,9.107617411189189,-0.07866854010223179,0.07866854010223179
ILMN_1657191,5.56694029273913,5.541253491702703,0.025686801036426843,0.025686801036426843
ILMN_1657194,5.704859650304349,5.7265029147297275,-0.02164326442537856,0.02164326442537856
ILMN_1657199,5.805556947173914,5.734285710999999,0.07127123617391451,0.07127123617391451
ILMN_1657204,10.389959538695653,10.414034044594592,-0.024074505898939336,0.024074505898939336
ILMN_1657210,5.551365697608695,5.567242295594594,-0.015876597985899465,0.015876597985899465
ILMN_1657219,5.637247397391304,5.581413371567568,0.05583402582373598,0.05583402582373598
ILMN_1657222,5.699714980521739,5.6569304829459455,0.04278449757579317,0.04278449757579317
ILMN_1657230,5.509734296391304,5.486911492486485,0.022822803904819722,0.022822803904819722
ILMN_1657234,5.797766826086956,5.787562453918919,0.010204372168037601,0.010204372168037601
ILMN_1657235,5.930814289565218,5.833050111486486,0.09776417807873194,0.09776417807873194
ILMN_1657237,6.810574750434783,6.700895675,0.10967907543478272,0.10967907543478272
ILMN_1657238,5.617580949695653,5.622232277459459,-0.004651327763806279,0.004651327763806279
ILMN_1657247,5.814173274521738,5.8230533491081085,-0.008880074586370412,0.008880074586370412
ILMN_1657248,5.526145855347825,5.539992219702703,-0.01384636435487785,0.01384636435487785
ILMN_1657249,5.571990960565217,5.581364615567567,-0.009373655002350212,0.009373655002350212
